"","X","display_title","mpaa_rating","critics_pick","byline","headline","summary_short","publication_date","opening_date","date_updated","link","multimedia"
"37",16,"Girlfight","R",1,"A. O. Scott","Girlfight (Movie)  ","Karen Kusama's debut feature is a fierce, sweet, somewhat predictable boxing picture, with a novel twist that makes all the difference: the contender is a young woman. What makes the movie something more than a smart, feminist sports movie (which is already something) is the presence of Michelle Rodriguez in the leading role, an angry Brooklyn teenager named Diana Guzman who finds dignity and discipline in the ring. Ms. Rodriguez is like a female Marlon Brando, with an overpowering, slow-burning charisma that few actresses of any era can match. Her performance is a knockout. &#151; A. O. Scott","2000-09-29","2000-10-06","2017-11-02 04:17:58","{'type': 'article', 'url': 'http://www.nytimes.com/2000/09/29/movies/film-review-floating-like-a-butterfly-stinging-like-a-bee.html', 'suggested_link_text': 'Read the New York Times Review of Girlfight'}",NA
"38",17,"Faithless","R",1,"Stephen Holden","Faithless (Movie) ","This powerful but gloomy two-and-a-half-hour reflection on marriage, adultery, parenthood and the casualties of sexual warfare has a screenplay by Ingmar Bergman and is directed by his longtime colleague Liv Ullmann as an explicit homage to the master. Unfolding like a brooding autobiographical epilogue to his stormier 1973 masterpiece, ''Scenes From a Marriage,'' it is a sophisticated ghost story in which a frail director (Erland Josephson) conjures the spirit of an actress he once loved and steps into the shoes of his younger self (Krister Henriksson) to relive their affair. That relationship broke up her marriage to a world-famous conductor (Thomas Hanzon) and devastated the couple's young daughter. The movie suggests that major life decisions with tragic consequences may ultimately come down to whims. &#151; Stephen Holden","2000-09-29","","2017-11-02 04:16:15","{'type': 'article', 'url': 'http://www.nytimes.com/2000/09/29/movies/film-festival-review-in-an-old-man-s-reveries-the-past-lives-on-as-pain.html', 'suggested_link_text': 'Read the New York Times Review of Faithless'}",NA
"39",18,"The Gleaners and I","",1,"A. O. Scott","The Gleaners and I (Movie)  ","This warm, funny, inventive documentary is both a diary and a kind of extended essay on poverty, thrift and the curious place of scavenging in French history and culture. Agnes Varda, an intrepid woman in her early 70's and one of the bravest and most idiosyncratic of French filmmakers, spent eight months traveling through France recording the lives of people who gather what others have thrown away or left behind. Varda's gleaners retain a resilient, generous humanity, which is clearly brought to the surface by her own tough, open spirit. The film is studded with found metaphors and serendipitous insights. — A. O. Scott","2000-09-30","","2017-11-02 04:16:19","{'type': 'article', 'url': 'http://www.nytimes.com/2000/09/30/movies/film-festival-review-a-reaper-of-the-castoff-be-it-material-or-human.html', 'suggested_link_text': 'Read the New York Times Review of The Gleaners and I'}",NA
"40",19,"In the Mood for Love","PG",1,"Elvis Mitchell","In the Mood for Love (Movie)  ","Rapturous and oblique, Wong Kar-wai's tale of romance captures a restiveness that's almost voluptuous   —   like the first blush of love, a state of being that's so potent you can't concentrate on anything else. Narrative is not the motivating factor in this story of a couple (Tony Leung and Maggie Cheung) married to other people who find that their spouses are cheating on them. Instead, it's the filmmaker's heart that spills onto the screen, and this breathtakingly gorgeous movie is dizzy with a nose-against-the-glass romantic spirit that has been missing from the cinema for years. — Elvis Mitchell","2000-09-30","2001-03-09","2017-11-02 04:17:59","{'type': 'article', 'url': 'http://www.nytimes.com/2000/09/30/movies/film-festival-review-just-next-door-neighbors-till-love-breaches-walls.html', 'suggested_link_text': 'Read the New York Times Review of In the Mood for Love'}",NA
"41",0,"Yiyi","Not Rated",1,"A. O. Scott","Yi Yi (Movie)  ","In exchange for three hours of your time, &quot;Yi Yi&quot; will give you more life. Edward Yang, the Taiwanese filmmaker who wrote and directed this intimate epic of a middle-class Taipei's family's everyday struggles, knows that for a movie to be full of life, it must above all concern itself with specific lives. &quot;Yi Yi&quot; begins with the chaotic bustle of wedding preparations and ends with the somber calm of a funeral. In the long interval between these events, the members of the Jian family collectively and individually traverse what feels like the full spectrum of human experience, from the mundane to the catastrophic. — A. O. Scott","2000-10-04","","2017-11-02 04:16:19","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/04/movies/film-festival-review-of-taiwan-s-bourgeoisie-and-its-affecting-charms.html', 'suggested_link_text': 'Read the New York Times Review of Yiyi'}",NA
"42",1,"Amores Perros","R",1,"Elvis Mitchell","Amores Perros (Movie)  ","When a director shifts gears as often as does Alejandro Gonzalez Inarritu, the man behind the emotionally rich debut film &quot;Amores Perros,&quot; you may wonder if he knows what he wants. He does, and this film is satisfying in many ways. He is unashamed to immerse this tough-minded, episodic film noir in freshets of melodrama. Significantly, he knows the minute difference between being unashamed and being shameless, and because he knows how to keep things hopping   —   working from an intricate script by Guillermo Arrianga that has a novelistic texture   —   we watch a man with immaculate control of the medium. — Elvis Mitchell","2000-10-05","2001-04-13","2017-11-02 04:17:59","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/05/movies/film-festival-review-mexico-3-stories-array-lives-united-car-wreck.html', 'suggested_link_text': 'Read the New York Times Review of Amores Perros'}",NA
"43",2,"Before Night Falls","R",1,"Stephen Holden","Before Night Falls (Movie)  ","Julian Schnabel's romanticized portrait of the exiled gay Cuban poet and novelist Reinaldo Arenas, who died of AIDS, imagines pre-Castro Cuba as a pagan paradise of endless erotic promise ruined by the puritanical Communists, whom Arenas initially embraced then turned against. Javier Bardem's arresting performance paints Arenas as an emotionally volatile daredevil. But this biography, which incorporates swaths of Arenas's writing, is sketchy, and the star's thick Spanish accent is daunting. It's still quite indelible. — Stephen Holden","2000-10-06","2001-02-23","2017-11-02 04:17:59","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/06/movies/film-festival-review-retracing-a-poet-s-journey-to-despair.html', 'suggested_link_text': 'Read the New York Times Review of Before Night Falls'}",NA
"44",3,"Bamboozled","",1,"Stephen Holden","Bamboozled (Movie)  ","Spike  Lee's answer to ''Network'' is a scaldingly funny satire of the television industry in which a failing network hits the ratings jackpot with an old-time black minstrel show that resurrects offensive stereotypes. Accepted as hip, ironic and liberating by mainstream audiences but reviled by black militants, it starts a national craze for wearing blackface. If this messy cinematic collage goes every which way, its anger at a television industry that largely excludes blacks and whose black programming (in the director's view) perpetuates minstrelsy is right on target. Damon Wayans plays the black Harvard-educated executive who dreams up this Frankenstein monster of a show. &#151; Stephen Holden","2000-10-06","2000-10-20","2017-11-02 04:17:58","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/06/movies/film-review-trying-on-blackface-in-a-flirtation-with-fire.html', 'suggested_link_text': 'Read the New York Times Review of Bamboozled'}",NA
"45",4,"Requiem for A Dream","Not Rated",1,"Elvis Mitchell","Requiem for A Dream (Movie)  ","Darren Aronofsky's adaptation of the Hubert Selby Jr. novel is both a knockout and a downer. ''Requiem'' looks at the lives of four addicts (played by Jared Leto, Ellen Burstyn, Jennifer Connelly and Marlon Wayans) connected to each other by the bonds of love, friendship and family; it also emphasizes the fact that the rituals of consumption are as important as the addiction. The tumble of imagery is powerful, almost overwhelming, and totally under the director's control, and though the material is bleak, ''Requiem'' offers the compensating high from an instinctive filmmaker. &#151; Elvis Mitchell","2000-10-06","2000-12-15","2017-11-02 04:17:59","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/06/movies/film-review-addicted-to-drugs-and-drug-rituals.html', 'suggested_link_text': 'Read the New York Times Review of Requiem for A Dream'}",NA
"46",5,"Crouching Tiger, Hidden Dragon","PG-13",1,"Elvis Mitchell","Crouching Tiger, Hidden Dragon (Movie)  ","Ang Lee's soulful film stars Chow Yun Fat as a wise martial arts master who does battle with a fierce young female fighter (the exquisite Zhang Ziyi) after she steals his legendary sword. The movie takes the action form, which often attacks the screen with energy and movement, and creates a placid surface that offers a new perspective and a spirituality not normally found in these pictures. In terms of action nothing much takes place for the first 10 minutes. That's so he can set up the incredibly complicated plot, which has as much romance, intrigue, free-wheeling action   —   and rousing silliness   —   as any five Hong Kong throw-down fests. This is no small feat, given the dizzying amount of exposition in these movies.  Outrageous plot pile-ons certainly take place in &quot;Tiger&quot;   —   a practice as ritualistic as having a martial arts master and student square off against each other, also a part of the picture. Fans of the genre will giggle with delight over the canny way Lee handles the intersections, and audiences new to these films will shudder with excitement. Lee puts things together artfully and stages this movie like a comedy of manners; it could be &quot;Sense and Sensibility&quot; with a body count. — Elvis Mitchell","2000-10-09","2001-01-12","2017-11-02 04:17:59","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/09/movies/film-festival-review-action-fans-be-prepared-for-heart-and-feminism.html', 'suggested_link_text': 'Read the New York Times Review of Crouching Tiger, Hidden Dragon'}",NA
"47",6,"The Contender","R",1,"Stephen Holden","Contender, the (Movie)  ","A political thriller pumped up with as much dramatic juice as ''The Contender'' doesn't have to be believable to be gripping. If this lurid Washington yarn about a sex scandal that threatens to destroy the hand-picked nominee (Joan Allen) of the liberal President (Jeff Bridges) to fill a vacated vice presidential slot clanks with tin-eared oratory and preposterous plot turns, it keeps you on the edge of your seat. Scenery-chewing performances by Gary Oldman (as the scrofulous, misogynist congressman who leads the smear campaign), Mr. Bridges as a Clinton-Johnson presidential amalgam and Ms. Allen as the dignified and high-principled nominee contribute to the fun. — Stephen Holden","2000-10-13","2000-10-13","2017-11-02 04:17:58","{'type': 'article', 'url': 'http://www.nytimes.com/2000/10/13/movies/film-review-those-strange-bedfellows-haunt-a-politician.html', 'suggested_link_text': 'Read the New York Times Review of The Contender'}",NA
